dataset,method,gene,score,essential
CRISPR.UMUC3,sgRSEA,RPL9,1.7356771566515912,1
CRISPR.UMUC3,sgRSEA,RPS9,1.784909892793404,1
CRISPR.UMUC3,sgRSEA,PSMD6,1.914181122865985,1
CRISPR.UMUC3,sgRSEA,RPL34,1.9523157972649237,1
CRISPR.UMUC3,sgRSEA,PSMC1,2.0416339373564156,1
CRISPR.UMUC3,sgRSEA,RPL35A,2.1884151295723653,1
CRISPR.UMUC3,sgRSEA,RPL36,2.207782128425631,1
CRISPR.UMUC3,sgRSEA,POLR2D,2.2822490820919445,1
CRISPR.UMUC3,sgRSEA,COPA,2.378418365372345,1
CRISPR.UMUC3,sgRSEA,COPS4,2.3817729782850208,1
CRISPR.UMUC3,sgRSEA,RPS8,2.388932617897549,1
CRISPR.UMUC3,sgRSEA,PSMD11,2.472951877154766,1
CRISPR.UMUC3,sgRSEA,RPL18A,2.654885396608263,1
CRISPR.UMUC3,sgRSEA,PSMD7,2.749413552429246,1
CRISPR.UMUC3,sgRSEA,COPB1,2.7674158544942733,1
CRISPR.UMUC3,sgRSEA,NUP93,2.8111984152128198,1
CRISPR.UMUC3,sgRSEA,RPL11,2.8323635380837255,1
CRISPR.UMUC3,sgRSEA,RPS13,2.846360008190727,1
CRISPR.UMUC3,sgRSEA,RPS19,2.9377963765337287,1
CRISPR.UMUC3,sgRSEA,PSMB2,3.5355117322067273,1
CRISPRi.RT112,CC2,RPS24,1,1
CRISPRi.RT112,CC2,RPL11,1,1
CRISPRi.RT112,CC2,PSMA3,1,1
CRISPRi.RT112,CC2,RPL34,1,1
CRISPRi.RT112,CC2,RPS8,1,1
CRISPRi.RT112,CC2,RPL30,0.9999953202600879,1
CRISPRi.RT112,CC2,COPZ1,1,1
CRISPRi.RT112,CC2,POLR2D,1,1
CRISPRi.RT112,CC2,PSMC2,0.9999503997787722,1
CRISPRi.RT112,CC2,RPS7,1,1
CRISPRi.RT112,CC2,PSMD1,1,1
CRISPRi.RT112,CC2,POLA1,1,1
CRISPRi.RT112,CC2,RPL6,1,1
CRISPRi.RT112,CC2,PSMD11,0.9999861598851078,1
CRISPRi.RT112,CC2,RPL36,0.9999999999999974,1
CRISPRi.RT112,CC2,NUP205,0.9999999999723903,1
CRISPRi.RT112,CC2,PSMC1,0.9599511537892192,1
CRISPRi.RT112,CC2,RPS19,0.9999999996389543,1
CRISPRi.RT112,CC2,NUP93,1,1
CRISPRi.RT112,CC2,RPL9,0.9721610936971123,1
CRISPRi.RT112,CC2,POLR2A,0.999999999999708,1
CRISPRi.RT112,CC2,COPB1,0.9999999999878167,1
CRISPRi.RT112,CC2,RPL5,0.9999999940168545,1
CRISPRi.RT112,CC2,PSMD7,0.9999999998995136,1
CRISPRi.RT112,CC2,RPS27,0.9999979556465404,1
CRISPRi.RT112,CC2,RPS11,0.9998221886602425,1
CRISPRi.RT112,CC2,RPL3,0.9999942969456911,1
CRISPRi.RT112,CC2,RPL27,0.9293815949569055,1
CRISPRi.RT112,CC2,NUP133,0.9999999954798963,1
CRISPRi.RT112,CC2,PSMD6,0.9999976934532085,1
CRISPRi.RT112,CC2,RPS3A,0.7171267771296886,1
CRISPRi.RT112,CC2,COPS4,0.9999101012934654,1
CRISPRi.RT112,CC2,NUP54,0.9999997339582,1
CRISPRi.RT112,CC2,COPA,0.9934966782828142,1
CRISPRi.RT112,CC2,RPL35A,0.9895478843119715,1
CRISPRi.RT112,CC2,RPL18A,0.9987295845168809,1
CRISPRi.RT112,CC2,POLR2F,0.9998600749339059,1
CRISPRi.RT112,CC2,PSMB3,0.7635004569715422,1
CRISPRi.RT112,CC2,NUP98,0.9998700652194074,1
CRISPRi.RT112,CC2,RPTN,2.2788340103829796e-9,0
CRISPRi.RT112,CC2,DMRTC2,0.022557137693474782,0
CRISPRi.RT112,CC2,RPS9,1.6708856520608606e-13,1
CRISPRi.RT112,CC2,COPS2,0.039827166482095944,1
CRISPRi.RT112,CC2,CRYGB,2.100228879697852e-10,0
CRISPRi.RT112,CC2,POU4F2,0.03824200574865799,0
CRISPRi.RT112,CC2,IL1F10,0,0
CRISPRi.RT112,CC2,TAS2R9,0.005176689254401179,0
CRISPRi.RT112,CC2,CABP5,2.0976048453746898e-7,0
CRISPRi.RT112,CC2,NPSR1,3.834055295470762e-11,0
CRISPRi.RT112,CC2,NLRP5,2.2990568337988293e-8,0
CRISPRi.RT112,CC2,VN1R2,0.004272813879279469,0
CRISPRi.RT112,CC2,TAAR8,1.2289391726483245e-11,0
CRISPRi.RT112,CC2,TPH2,5.320488711746396e-5,0
CRISPRi.RT112,CC2,RXFP2,9.651168753066486e-12,0
CRISPRi.RT112,CC2,TAAR1,4.4394488085686135e-12,0
CRISPRi.RT112,CC2,COPS8,9.960920976936904e-13,1
CRISPRi.RT112,CC2,ADH7,5.704325900524054e-13,0
CRISPRi.RT112,CC2,PLA2G2E,2.533920584468774e-8,0
CRISPRi.RT112,CC2,PSMB2,2.2284828433727366e-4,1
CRISPRi.RT112,CC2,MRGPRD,4.439022357471956e-6,0
CRISPRi.RT112,CC2,LUZP4,5.592078133886957e-9,0
CRISPRi.RT112,CC2,CYP7A1,5.562883487186809e-12,0
CRISPRi.RT112,CC2,FCRL4,3.6637359812630166e-15,0
CRISPRi.RT112,CC2,OTUD6A,2.8880897673388972e-11,0
CRISPRi.RT112,CC2,TRIM42,1.6792809744092807e-5,0
CRISPRi.RT112,CC2,HTR3D,1.1347589534693725e-12,0
CRISPRi.RT112,CC2,PIWIL3,4.084699245510137e-10,0
CRISPRi.RT112,CC2,NPHS2,1.7846371824781215e-8,0
CRISPRi.RT112,CC2,KRT77,3.478473065143817e-11,0
CRISPRi.RT112,CC2,OC90,4.440892098500626e-16,0
CRISPRi.RT112,CC2,COPS6,3.012868497803689e-4,1
CRISPRi.RT112,CC2,MAGEB3,5.440092820663267e-15,0
CRISPRi.RT112,CC2,RPS13,1.454465915484704e-7,1
CRISPRi.RT112,CC2,IL22,1.124234039195926e-11,0
CRISPRi.RT112,CC2,SPATA16,3.313349594691317e-12,0
CRISPRi.RT112,CC2,OLIG2,0,0
CRISPRi.RT112,CC2,DEFB129,4.813585086083094e-10,0
CRISPRi.RT112,CC2,LHX5,1.0635576641604416e-8,0
CRISPRi.RT112,CC2,PSMC4,8.881784197001252e-16,1
CRISPRi.RT112,CC2,SAGE1,0,0
CRISPRi.RT112,CC2,TGM6,7.072098795468662e-9,0
CRISPRi.RT112,CC2,DMRTB1,0,0
CRISPRi.RT112,CC2,OR12D2,8.431116626739232e-6,0
CRISPRi.RT112,CC2,TAS2R13,0.004891722827204292,0
CRISPRi.RT112,CC2,KRT25,3.319791019995577e-5,0
CRISPRi.RT112,CC2,KRT74,1.8297858062066297e-7,0
CRISPRi.RT112,CC2,ABCG8,3.564033512759579e-10,0
CRISPRi.RT112,CC2,RNASE9,1.7834501300217909e-6,0
CRISPRi.RT112,CC2,LYZL6,4.914452178539364e-10,0
CRISPRi.RT112,CC2,FAM71B,1.3600353732101667e-8,0
CRISPRi.RT112,CC2,KRT9,1.2254974812719865e-11,0
CRISPRi.RT112,CC2,OR52E8,0.0024930689692369556,0
CRISPRi.RT112,CC2,OR9Q2,7.059773184020512e-4,0
CRISPRi.RT112,HitSelect,RPL11,1.54569,1
CRISPRi.RT112,HitSelect,NUP93,1.76969,1
CRISPRi.RT112,HitSelect,COPZ1,1.42857,1
CRISPRi.RT112,HitSelect,RPL34,1.39633,1
CRISPRi.RT112,HitSelect,RPL36,1.48257,1
CRISPRi.RT112,HitSelect,PSMA3,1.60149,1
CRISPRi.RT112,HitSelect,RPL6,1.38112,1
CRISPRi.RT112,HitSelect,RPL30,1.85994,1
CRISPRi.RT112,HitSelect,RPS8,1.31408,1
CRISPRi.RT112,HitSelect,PSMD1,1.26559,1
CRISPRi.RT112,HitSelect,RPS24,0.994768,1
CRISPRi.RT112,HitSelect,POLR2D,1.19951,1
CRISPRi.RT112,HitSelect,NUP205,1.2687,1
CRISPRi.RT112,HitSelect,POLR2A,1.3772,1
CRISPRi.RT112,HitSelect,RPS7,0.976949,1
CRISPRi.RT112,HitSelect,PSMC2,1.24517,1
CRISPRi.RT112,HitSelect,PSMD11,1.36298,1
CRISPRi.RT112,HitSelect,POLA1,1.0137100000000001,1
CRISPRi.RT112,HitSelect,COPB1,1.30213,1
CRISPRi.RT112,HitSelect,RPS11,1.38095,1
CRISPRi.RT112,HitSelect,PSMC1,1.28282,1
CRISPRi.RT112,HitSelect,PSMD7,0.644676,1
CRISPRi.RT112,HitSelect,RPS19,0.612265,1
CRISPRi.RT112,HitSelect,PSMD6,0.84418,1
CRISPRi.RT112,HitSelect,NUP54,0.438713,1
CRISPRi.RT112,HitSelect,RPL5,0.810489,1
CRISPRi.RT112,HitSelect,RPL3,0.567782,1
CRISPRi.RT112,HitSelect,RPS27,0.771807,1
CRISPRi.RT112,HitSelect,RPL27,0.90537,1
CRISPRi.RT112,HitSelect,NUP133,0.590552,1
CRISPRi.RT112,HitSelect,RPL9,0.625187,1
CRISPRi.RT112,HitSelect,RPS3A,0.93315,1
CRISPRi.RT112,HitSelect,COPA,0.562592,1
CRISPRi.RT112,HitSelect,RPL18A,0.712404,1
CRISPRi.RT112,HitSelect,POLR2F,0.226014,1
CRISPRi.RT112,HitSelect,COPS4,0.478879,1
CRISPRi.RT112,HitSelect,NUP98,0.208331,1
CRISPRi.RT112,HitSelect,RPL35A,0.388289,1
CRISPRi.RT112,HitSelect,PSMB3,0.2891,1
CRISPRi.RT112,HitSelect,DMRTC2,0.0953658,0
CRISPRi.RT112,HitSelect,COPS2,0.037592,1
CRISPRi.RT112,HitSelect,POU4F2,0.0308974,0
CRISPRi.RT112,HitSelect,NLRP5,-0.159866,0
CRISPRi.RT112,HitSelect,PIWIL3,-0.160665,0
CRISPRi.RT112,HitSelect,PLA2G2E,-0.161239,0
CRISPRi.RT112,HitSelect,RPS9,-0.16393,1
CRISPRi.RT112,HitSelect,KRT77,-0.164662,0
CRISPRi.RT112,HitSelect,OTUD6A,-0.164975,0
CRISPRi.RT112,HitSelect,ADH7,-0.165695,0
CRISPRi.RT112,HitSelect,CYP7A1,-0.166305,0
CRISPRi.RT112,HitSelect,OR12D2,-0.168557,0
CRISPRi.RT112,HitSelect,MRGPRD,-0.169978,0
CRISPRi.RT112,HitSelect,NPHS2,-0.171268,0
CRISPRi.RT112,HitSelect,PSMC4,-0.171269,1
CRISPRi.RT112,HitSelect,VN1R2,-0.172321,0
CRISPRi.RT112,HitSelect,FAM71B,-0.174956,0
CRISPRi.RT112,HitSelect,NPSR1,-0.175076,0
CRISPRi.RT112,HitSelect,TRIM42,-0.175629,0
CRISPRi.RT112,HitSelect,TAS2R9,-0.177551,0
CRISPRi.RT112,HitSelect,LUZP4,-0.180159,0
CRISPRi.RT112,HitSelect,FCRL4,-0.181975,0
CRISPRi.RT112,HitSelect,DEFB129,-0.182696,0
CRISPRi.RT112,HitSelect,IL1F10,-0.184668,0
CRISPRi.RT112,HitSelect,LYZL6,-0.1858,0
CRISPRi.RT112,HitSelect,IL22,-0.186826,0
CRISPRi.RT112,HitSelect,KRT25,-0.187255,0
CRISPRi.RT112,HitSelect,DMRTB1,-0.187524,0
CRISPRi.RT112,HitSelect,RNASE9,-0.188419,0
CRISPRi.RT112,HitSelect,RXFP2,-0.189386,0
CRISPRi.RT112,HitSelect,TAAR8,-0.192195,0
CRISPRi.RT112,HitSelect,COPS6,-0.192909,1
CRISPRi.RT112,HitSelect,SAGE1,-0.193064,0
CRISPRi.RT112,HitSelect,HTR3D,-0.196253,0
CRISPRi.RT112,HitSelect,TAAR1,-0.200187,0
CRISPRi.RT112,HitSelect,COPS8,-0.202064,1
CRISPRi.RT112,HitSelect,RPS13,-0.207592,1
CRISPRi.RT112,HitSelect,PSMB2,-0.210089,1
CRISPRi.RT112,HitSelect,RPTN,-0.211466,0
CRISPRi.RT112,HitSelect,MAGEB3,-0.215525,0
CRISPRi.RT112,HitSelect,OR9Q2,-0.215648,0
CRISPRi.RT112,HitSelect,TAS2R13,-0.216449,0
CRISPRi.RT112,HitSelect,CRYGB,-0.217383,0
CRISPRi.RT112,HitSelect,TGM6,-0.223002,0
CRISPRi.RT112,HitSelect,LHX5,-0.22339,0
CRISPRi.RT112,HitSelect,KRT74,-0.23047,0
CRISPRi.RT112,HitSelect,ABCG8,-0.230621,0
CRISPRi.RT112,HitSelect,OLIG2,-0.231151,0
CRISPRi.RT112,HitSelect,OR52E8,-0.231545,0
CRISPRi.RT112,HitSelect,KRT9,-0.232032,0
CRISPRi.RT112,HitSelect,OC90,-0.232895,0
CRISPRi.RT112,HitSelect,SPATA16,-0.23377,0
CRISPRi.RT112,HitSelect,TPH2,-0.240238,0
CRISPRi.RT112,HitSelect,CABP5,-0.260725,0
CRISPRi.RT112,MAGeCK,RPL34,0.9999953616,1
CRISPRi.RT112,MAGeCK,POLA1,0.99996343,1
CRISPRi.RT112,MAGeCK,COPZ1,0.999951981,1
CRISPRi.RT112,MAGeCK,NUP93,0.99993047,1
CRISPRi.RT112,MAGeCK,RPS24,0.99989059,1
CRISPRi.RT112,MAGeCK,RPL11,0.99987753,1
CRISPRi.RT112,MAGeCK,RPL6,0.99983627,1
CRISPRi.RT112,MAGeCK,NUP54,0.99978796,1
CRISPRi.RT112,MAGeCK,POLR2D,0.999758,1
CRISPRi.RT112,MAGeCK,PSMA3,0.99956309,1
CRISPRi.RT112,MAGeCK,RPS7,0.99917202,1
CRISPRi.RT112,MAGeCK,PSMD1,0.9986529,1
CRISPRi.RT112,MAGeCK,RPS8,0.9966585,1
CRISPRi.RT112,MAGeCK,RPL30,0.9954188,1
CRISPRi.RT112,MAGeCK,PSMD7,0.9944526,1
CRISPRi.RT112,MAGeCK,RPL36,0.9895,1
CRISPRi.RT112,MAGeCK,NUP205,0.989496,1
CRISPRi.RT112,MAGeCK,POLR2A,0.989013,1
CRISPRi.RT112,MAGeCK,COPB1,0.986966,1
CRISPRi.RT112,MAGeCK,RPS27,0.978604,1
CRISPRi.RT112,MAGeCK,POLR2F,0.953481,1
CRISPRi.RT112,MAGeCK,COPA,0.953077,1
CRISPRi.RT112,MAGeCK,NUP98,0.9452160000000001,1
CRISPRi.RT112,MAGeCK,NUP133,0.93632,1
CRISPRi.RT112,MAGeCK,RPS19,0.89667,1
CRISPRi.RT112,MAGeCK,PSMD6,0.89627,1
CRISPRi.RT112,MAGeCK,PSMD11,0.89219,1
CRISPRi.RT112,MAGeCK,PSMC2,0.84976,1
CRISPRi.RT112,MAGeCK,RPL5,0.84201,1
CRISPRi.RT112,MAGeCK,RPL3,0.83702,1
CRISPRi.RT112,MAGeCK,RPS11,0.79724,1
CRISPRi.RT112,MAGeCK,COPS4,0.7195,1
CRISPRi.RT112,MAGeCK,PSMC1,0.67319,1
CRISPRi.RT112,MAGeCK,RPL9,0.59961,1
CRISPRi.RT112,MAGeCK,RPL27,0.56028,1
CRISPRi.RT112,MAGeCK,RPL18A,0.50987,1
CRISPRi.RT112,MAGeCK,PSMB3,0.48685,1
CRISPRi.RT112,MAGeCK,RPL35A,0.37656,1
CRISPRi.RT112,MAGeCK,RPS3A,0.35789000000000004,1
CRISPRi.RT112,MAGeCK,COPS6,0.34602,1
CRISPRi.RT112,MAGeCK,OR12D2,0.31050999999999995,0
CRISPRi.RT112,MAGeCK,KRT25,0.28696,0
CRISPRi.RT112,MAGeCK,DMRTC2,0.25742,0
CRISPRi.RT112,MAGeCK,OR9Q2,0.24085,0
CRISPRi.RT112,MAGeCK,VN1R2,0.21028999999999998,0
CRISPRi.RT112,MAGeCK,POU4F2,0.20921,0
CRISPRi.RT112,MAGeCK,OR52E8,0.20716999999999997,0
CRISPRi.RT112,MAGeCK,COPS2,0.17232000000000003,1
CRISPRi.RT112,MAGeCK,RNASE9,0.16227999999999998,0
CRISPRi.RT112,MAGeCK,TAS2R13,0.16079,0
CRISPRi.RT112,MAGeCK,NLRP5,0.11285999999999996,0
CRISPRi.RT112,MAGeCK,FAM71B,0.11243999999999998,0
CRISPRi.RT112,MAGeCK,KRT74,0.08565999999999996,0
CRISPRi.RT112,MAGeCK,NPHS2,0.08284000000000002,0
CRISPRi.RT112,MAGeCK,LUZP4,0.07811000000000001,0
CRISPRi.RT112,MAGeCK,TRIM42,0.07774000000000003,0
CRISPRi.RT112,MAGeCK,PSMB2,0.07701000000000002,1
CRISPRi.RT112,MAGeCK,CABP5,0.07506000000000002,0
CRISPRi.RT112,MAGeCK,PIWIL3,0.07252999999999998,0
CRISPRi.RT112,MAGeCK,TPH2,0.07038999999999995,0
CRISPRi.RT112,MAGeCK,ABCG8,0.06847000000000003,0
CRISPRi.RT112,MAGeCK,MRGPRD,0.06760999999999995,0
CRISPRi.RT112,MAGeCK,RPTN,0.06677,0
CRISPRi.RT112,MAGeCK,KRT77,0.0625,0
CRISPRi.RT112,MAGeCK,RPS9,0.06164000000000003,1
CRISPRi.RT112,MAGeCK,DEFB129,0.060980000000000034,0
CRISPRi.RT112,MAGeCK,PLA2G2E,0.06032000000000004,0
CRISPRi.RT112,MAGeCK,IL22,0.058679999999999954,0
CRISPRi.RT112,MAGeCK,TAS2R9,0.05689999999999995,0
CRISPRi.RT112,MAGeCK,RPS13,0.05611999999999995,1
CRISPRi.RT112,MAGeCK,RXFP2,0.053690000000000015,0
CRISPRi.RT112,MAGeCK,LHX5,0.03820000000000001,0
CRISPRi.RT112,MAGeCK,COPS8,0.030320000000000014,1
CRISPRi.RT112,MAGeCK,TAAR8,0.029810000000000003,0
CRISPRi.RT112,MAGeCK,OTUD6A,0.02783000000000002,0
CRISPRi.RT112,MAGeCK,KRT9,0.027760000000000007,0
CRISPRi.RT112,MAGeCK,ADH7,0.027689999999999992,0
CRISPRi.RT112,MAGeCK,SPATA16,0.02346999999999999,0
CRISPRi.RT112,MAGeCK,MAGEB3,0.021440000000000015,0
CRISPRi.RT112,MAGeCK,PSMC4,0.020519999999999983,1
CRISPRi.RT112,MAGeCK,TGM6,0.017260000000000053,0
CRISPRi.RT112,MAGeCK,CYP7A1,0.01426000000000005,0
CRISPRi.RT112,MAGeCK,IL1F10,0.011889999999999956,0
CRISPRi.RT112,MAGeCK,HTR3D,0.009480000000000044,0
CRISPRi.RT112,MAGeCK,TAAR1,0.00936999999999999,0
CRISPRi.RT112,MAGeCK,NPSR1,0.008329999999999949,0
CRISPRi.RT112,MAGeCK,DMRTB1,0.006870000000000043,0
CRISPRi.RT112,MAGeCK,CRYGB,0.0047000000000000375,0
CRISPRi.RT112,MAGeCK,LYZL6,0.004469999999999974,0
CRISPRi.RT112,MAGeCK,SAGE1,0.0039000000000000146,0
CRISPRi.RT112,MAGeCK,FCRL4,0.003510000000000013,0
CRISPRi.RT112,MAGeCK,OC90,4.3999999999999595e-4,0
CRISPRi.RT112,MAGeCK,OLIG2,2.999999999997449e-5,0
CRISPRi.RT112,PBNPA,ABCG8,0.009462333341315299,0
CRISPRi.RT112,PBNPA,ADH7,0.16643499001213313,0
CRISPRi.RT112,PBNPA,CABP5,0.0030809678987684386,0
CRISPRi.RT112,PBNPA,COPA,0.8978705466725244,1
CRISPRi.RT112,PBNPA,COPB1,0.9996466913991817,1
CRISPRi.RT112,PBNPA,COPS2,0.18419359756086373,1
CRISPRi.RT112,PBNPA,COPS4,0.6321991847062454,1
CRISPRi.RT112,PBNPA,COPS6,0.10488882534062804,1
CRISPRi.RT112,PBNPA,COPS8,0.0076281308996255515,1
CRISPRi.RT112,PBNPA,COPZ1,0.9994818752998508,1
CRISPRi.RT112,PBNPA,CRYGB,0.018146264788081456,0
CRISPRi.RT112,PBNPA,CYP7A1,0.07110871391912144,0
CRISPRi.RT112,PBNPA,DEFB129,0.02175650399136908,0
CRISPRi.RT112,PBNPA,DMRTB1,0.04137907684729236,0
CRISPRi.RT112,PBNPA,DMRTC2,0.20133801440186994,0
CRISPRi.RT112,PBNPA,FAM71B,0.03272836335225038,0
CRISPRi.RT112,PBNPA,FCRL4,0.06813000624048215,0
CRISPRi.RT112,PBNPA,HTR3D,0.024446831117721057,0
CRISPRi.RT112,PBNPA,IL1F10,0.08917211141924897,0
CRISPRi.RT112,PBNPA,IL22,0.02785749768835588,0
CRISPRi.RT112,PBNPA,KRT25,0.015473670245353621,0
CRISPRi.RT112,PBNPA,KRT74,0.20592609386756,0
CRISPRi.RT112,PBNPA,KRT77,0.09758647344562699,0
CRISPRi.RT112,PBNPA,KRT9,3.233146835746048e-5,0
CRISPRi.RT112,PBNPA,LHX5,0.0129340019244788,0
CRISPRi.RT112,PBNPA,LUZP4,0.07269209302263757,0
CRISPRi.RT112,PBNPA,LYZL6,0.05524886463551193,0
CRISPRi.RT112,PBNPA,MAGEB3,0.01822840752506827,0
CRISPRi.RT112,PBNPA,MRGPRD,0.005191700976310609,0
CRISPRi.RT112,PBNPA,NLRP5,0.2943055077061385,0
CRISPRi.RT112,PBNPA,NPHS2,0.021711820855297992,0
CRISPRi.RT112,PBNPA,NPSR1,0.024990890448792658,0
CRISPRi.RT112,PBNPA,NUP133,0.9585920209988201,1
CRISPRi.RT112,PBNPA,NUP205,0.9990636020048557,1
CRISPRi.RT112,PBNPA,NUP54,0.9399080729879228,1
CRISPRi.RT112,PBNPA,NUP93,1,1
CRISPRi.RT112,PBNPA,NUP98,0.9603634442601263,1
CRISPRi.RT112,PBNPA,OC90,6.094279207379261e-4,0
CRISPRi.RT112,PBNPA,OLIG2,6.217160043295866e-4,0
CRISPRi.RT112,PBNPA,OR12D2,0.024201178506478294,0
CRISPRi.RT112,PBNPA,OR52E8,0.04752406038396495,0
CRISPRi.RT112,PBNPA,OR9Q2,0.025901584058059646,0
CRISPRi.RT112,PBNPA,OTUD6A,0.023240978632760534,0
CRISPRi.RT112,PBNPA,PIWIL3,0.10403593034519498,0
CRISPRi.RT112,PBNPA,PLA2G2E,0.047715067274469614,0
CRISPRi.RT112,PBNPA,POLA1,0.9998827108990378,1
CRISPRi.RT112,PBNPA,POLR2A,0.999985368925432,1
CRISPRi.RT112,PBNPA,POLR2D,0.9999174674348383,1
CRISPRi.RT112,PBNPA,POLR2F,0.933873623212926,1
CRISPRi.RT112,PBNPA,POU4F2,0.09572725528882009,0
CRISPRi.RT112,PBNPA,PSMA3,0.9999828133361045,1
CRISPRi.RT112,PBNPA,PSMB2,0.0019725813546797033,1
CRISPRi.RT112,PBNPA,PSMB3,0.113322452075316,1
CRISPRi.RT112,PBNPA,PSMC1,0.42561393414889426,1
CRISPRi.RT112,PBNPA,PSMC2,0.6331688746103701,1
CRISPRi.RT112,PBNPA,PSMC4,0.15462461897945645,1
CRISPRi.RT112,PBNPA,PSMD1,0.999755496338801,1
CRISPRi.RT112,PBNPA,PSMD11,0.6144755273506619,1
CRISPRi.RT112,PBNPA,PSMD6,0.8866823647438432,1
CRISPRi.RT112,PBNPA,PSMD7,0.9822116877838111,1
CRISPRi.RT112,PBNPA,RNASE9,0.014508802729034986,0
CRISPRi.RT112,PBNPA,RPL11,0.9997394759896753,1
CRISPRi.RT112,PBNPA,RPL18A,0.18800926388296446,1
CRISPRi.RT112,PBNPA,RPL27,0.005513915531817903,1
CRISPRi.RT112,PBNPA,RPL3,0.45149682669755387,1
CRISPRi.RT112,PBNPA,RPL30,0.37382586199202705,1
CRISPRi.RT112,PBNPA,RPL34,0.9999972938507422,1
CRISPRi.RT112,PBNPA,RPL35A,0.08715180209777695,1
CRISPRi.RT112,PBNPA,RPL36,0.5934518610001625,1
CRISPRi.RT112,PBNPA,RPL5,0.6889911317408085,1
CRISPRi.RT112,PBNPA,RPL6,0.999980931989818,1
CRISPRi.RT112,PBNPA,RPL9,0.618672281172498,1
CRISPRi.RT112,PBNPA,RPS11,0.8587143529151251,1
CRISPRi.RT112,PBNPA,RPS13,0.00616052459005445,1
CRISPRi.RT112,PBNPA,RPS19,0.8049502174498084,1
CRISPRi.RT112,PBNPA,RPS24,0.9882921410603132,1
CRISPRi.RT112,PBNPA,RPS27,0.9937970545587869,1
CRISPRi.RT112,PBNPA,RPS3A,0.04804489143458368,1
CRISPRi.RT112,PBNPA,RPS7,0.9880146907536173,1
CRISPRi.RT112,PBNPA,RPS8,0.9854907554288647,1
CRISPRi.RT112,PBNPA,RPS9,0.11237486854466439,1
CRISPRi.RT112,PBNPA,RPTN,0.04496134600742974,0
CRISPRi.RT112,PBNPA,RXFP2,0.05203014927782401,0
CRISPRi.RT112,PBNPA,SAGE1,0.10040818893413372,0
CRISPRi.RT112,PBNPA,SPATA16,0.0022565729485913844,0
CRISPRi.RT112,PBNPA,TAAR1,0.02263293067421479,0
CRISPRi.RT112,PBNPA,TAAR8,0.0120398445800175,0
CRISPRi.RT112,PBNPA,TAS2R13,0.09998830377398527,0
CRISPRi.RT112,PBNPA,TAS2R9,0.05020215417603924,0
CRISPRi.RT112,PBNPA,TGM6,0.0071068223843877565,0
CRISPRi.RT112,PBNPA,TPH2,7.7528943630778e-5,0
CRISPRi.RT112,PBNPA,TRIM42,0.22287701978614383,0
CRISPRi.RT112,PBNPA,VN1R2,0.28593493635589184,0
CRISPRi.RT112,PinAPL-py,COPZ1,221.048168927,1
CRISPRi.RT112,PinAPL-py,RPL11,221.048168927,1
CRISPRi.RT112,PinAPL-py,RPS24,221.048168927,1
CRISPRi.RT112,PinAPL-py,PSMD1,81.2919894216,1
CRISPRi.RT112,PinAPL-py,RPL34,81.2919894216,1
CRISPRi.RT112,PinAPL-py,RPL6,81.2919894216,1
CRISPRi.RT112,PinAPL-py,NUP93,81.1179666676,1
CRISPRi.RT112,PinAPL-py,RPL36,81.1179666676,1
CRISPRi.RT112,PinAPL-py,RPS8,81.1179666676,1
CRISPRi.RT112,PinAPL-py,POLA1,80.0657804758,1
CRISPRi.RT112,PinAPL-py,RPS7,9.88995019774,1
CRISPRi.RT112,PinAPL-py,RPS19,9.45257179581,1
CRISPRi.RT112,PinAPL-py,PSMA3,9.16637010853,1
CRISPRi.RT112,PinAPL-py,RPL30,8.6776785906,1
CRISPRi.RT112,PinAPL-py,POLR2D,6.61843975623,1
CRISPRi.RT112,PinAPL-py,NUP205,3.19939701425,1
CRISPRi.RT112,PinAPL-py,PSMC2,2.71913794985,1
CRISPRi.RT112,PinAPL-py,NUP54,2.22269147843,1
CRISPRi.RT112,PinAPL-py,PSMD7,1.54603986788,1
CRISPRi.RT112,PinAPL-py,RPL3,1.10381129902,1
CRISPRi.RT112,PinAPL-py,PSMD11,0.75423706582,1
CRISPRi.RT112,PinAPL-py,POLR2A,0.610749256102,1
CRISPRi.RT112,PinAPL-py,NUP133,0.0996274114252,1
CRISPRi.RT112,PinAPL-py,COPB1,0.0308245579897,1
CRISPRi.RT112,PinAPL-py,RPS11,0.0308245579897,1
CRISPRi.RT112,PinAPL-py,ABCG8,-0,0
CRISPRi.RT112,PinAPL-py,ADH7,-0,0
CRISPRi.RT112,PinAPL-py,CABP5,-0,0
CRISPRi.RT112,PinAPL-py,COPA,-0,1
CRISPRi.RT112,PinAPL-py,COPS2,-0,1
CRISPRi.RT112,PinAPL-py,COPS4,-0,1
CRISPRi.RT112,PinAPL-py,COPS6,-0,1
CRISPRi.RT112,PinAPL-py,COPS8,-0,1
CRISPRi.RT112,PinAPL-py,CRYGB,-0,0
CRISPRi.RT112,PinAPL-py,CYP7A1,-0,0
CRISPRi.RT112,PinAPL-py,DEFB129,-0,0
CRISPRi.RT112,PinAPL-py,DMRTB1,-0,0
CRISPRi.RT112,PinAPL-py,DMRTC2,-0,0
CRISPRi.RT112,PinAPL-py,FAM71B,-0,0
CRISPRi.RT112,PinAPL-py,FCRL4,-0,0
CRISPRi.RT112,PinAPL-py,HTR3D,-0,0
CRISPRi.RT112,PinAPL-py,IL1F10,-0,0
